CustomerID,Recency,Frequency,Monetary
15687,1,11,2981.5
15689,112,2,254.1
15690,93,1,111.0
15691,245,1,136.8
15692,21,1,191.04
15694,1,14,6016.8
15695,259,2,409.98
15696,26,12,2619.11
15699,10,1,309.65
15700,165,3,664.03
15701,61,3,1210.06
15703,257,1,211.5
15704,133,4,2293.62
15705,194,1,143.1
15706,52,7,1001.81
15707,28,4,916.98
15708,33,11,3200.73
15709,276,1,133.25
15712,2,5,1072.36
15713,136,3,346.75
15714,4,2,330.03
15716,138,4,1101.11
15717,227,1,150.3
15719,25,14,5028.42
15720,17,1,598.73
15721,4,1,471.4
15722,28,6,2169.86
15723,357,1,190.7
15724,194,3,212.3
15725,8,1,415.25
15727,9,7,5159.06
15728,42,1,-134.8
15729,191,2,62.0
15730,58,4,1108.38
15732,205,2,294.12
15733,275,1,162.3
15734,107,2,1339.45
15737,7,12,1121.21
15738,11,19,4788.77
15739,59,1,449.12
15740,42,1,154.88
15743,9,4,775.96
15744,70,1,34.8
15745,1,6,1071.24
15746,127,2,182.96
15747,5,3,946.64
15748,33,1,144.36
15749,228,4,21535.9
15750,8,8,2108.41
15752,32,8,2618.15
15753,297,1,79.2
15754,43,4,455.67
15755,3,7,2346.13
15756,54,4,528.01
15757,58,2,714.42
15758,17,1,205.25
15759,211,3,253.04
15762,58,2,583.75
15763,24,3,1048.67
15764,74,10,3245.47
15766,57,1,315.06
15768,108,4,581.83
15769,23,28,48419.72
15774,61,1,270.8
15775,238,1,104.9
15776,126,1,241.62
15777,234,5,1021.61
15780,176,3,475.28
15781,18,4,333.56
15782,2,4,2593.94
15783,3,1,246.3
15785,22,8,2303.75
15786,36,5,4821.0
15787,19,3,933.26
15789,351,1,351.3
15790,3,1,218.75
15791,36,3,1604.44
15793,2,4,948.96
15795,142,1,610.01
15796,10,9,2216.01
15797,106,4,2207.4
15799,68,3,884.14
15800,100,2,696.89
15801,39,4,1042.19
15802,135,3,-451.42
15803,44,1,415.82
15804,4,18,3519.5
15805,16,20,5411.87
15806,39,3,784.58
15807,43,3,903.9
15808,299,5,3641.07
15809,28,6,399.21
15810,71,7,1145.43
15811,10,9,2171.32
15812,100,5,1801.14
15813,200,2,1303.91
15814,9,5,1919.23
15815,56,5,2100.6
15819,42,4,1905.45
15820,312,1,206.98
15821,37,2,570.96
15822,352,1,440.2
15823,330,2,-840.76
15825,165,1,532.94
15826,44,4,1649.36
15827,66,20,1641.48
15829,92,2,636.14
15830,22,2,547.7
15831,51,4,740.64
15832,247,1,836.79
15834,63,6,2076.3
15835,37,4,954.09
15836,38,2,117.47
15837,57,1,391.98
15838,4,21,33350.76
15839,18,5,1020.74
15840,51,3,345.66
15841,57,6,1209.1
15843,296,1,118.95
15844,39,1,130.74
15845,10,10,3650.87
15847,31,2,389.27
15850,12,2,234.88
15852,179,2,160.71
15853,44,1,110.8
15854,79,10,2839.94
15855,129,5,712.24
15856,38,25,12868.96
15857,11,1,297.0
15858,8,5,1427.57
15860,33,8,965.16
15861,5,9,2981.92
15862,1,4,832.88
15863,18,2,68.84
15864,15,8,1769.78
15865,33,3,895.13
15866,94,1,211.89
15867,15,14,3524.56
15869,270,2,149.64
15870,25,1,351.44
15872,7,2,316.25
15874,56,9,4330.67
15877,10,1,239.31
15880,362,2,299.03
15881,305,8,438.24
15882,191,5,495.36
15883,26,1,143.76
15885,85,3,379.35
15886,53,1,181.09
15888,72,2,141.27
15889,149,2,420.07
15891,219,1,511.68
15894,246,2,258.25
15895,142,1,179.17
15897,187,2,208.59
15898,213,5,993.74
15899,361,1,56.25
15900,16,1,337.28
15901,9,3,351.73
15903,2,8,5126.34
15904,1,1,164.68
15906,12,8,1521.79
15907,169,2,477.59
15909,166,1,191.94
15910,8,7,1095.53
15912,171,2,264.62
15916,9,10,1466.01
15917,240,1,123.1
15918,183,2,334.23
15919,12,2,525.69
15920,147,4,167.5
15921,165,1,323.03
15922,365,2,363.6
15923,365,1,127.08
15925,187,1,207.15
15930,60,1,426.63
15932,81,10,2161.63
15933,14,3,1107.46
15935,232,2,416.86
15937,57,1,145.35
15938,105,5,404.58
15939,82,16,6102.26
15940,304,2,31.8
15942,126,1,337.44
15944,269,1,325.1
15945,358,1,181.0
15947,75,1,1708.24
15948,1,2,955.24
15949,9,2,364.72
15950,24,4,1744.71
15951,1,2,708.22
15952,26,4,781.91
15953,8,10,1632.43
15955,17,16,4389.81
15957,24,1,428.89
15958,67,1,104.35
15963,12,2,470.76
15965,10,4,808.87
15967,16,2,397.68
15969,2,3,447.9
15970,296,1,314.1
15971,10,12,4199.85
15973,228,3,99.77
15974,32,8,3429.55
15975,77,1,371.01
15976,158,2,427.64
15977,10,2,1054.73
15978,70,1,1098.78
15980,81,3,2398.86
15981,17,8,3408.48
15983,15,4,1465.12
15984,64,8,2050.71
15985,116,3,1037.42
15986,23,1,168.12
15987,5,7,1432.77
15988,12,1,156.78
15990,37,2,792.11
15993,1,10,2736.92
15994,47,1,414.27
15996,81,7,1016.68
15998,29,6,3074.42
16003,22,5,2735.37
16005,5,4,578.71
16006,204,1,101.4
16007,40,4,1693.81
16008,16,3,478.78
16009,15,4,972.11
16010,238,3,392.4
16011,1,16,3352.96
16012,28,3,1415.29
16013,11,52,30722.53
16014,28,4,637.58
16015,19,3,486.6
16016,8,9,1299.46
16017,40,1,211.88
16018,32,2,408.9
16019,39,9,3786.24
16020,9,3,851.01
16022,253,1,602.63
16023,39,3,719.81
16024,5,1,251.03
16025,22,1,439.66
16026,36,1,236.09
16027,84,7,852.12
16029,31,76,53168.69
16030,302,1,331.24
16031,85,2,547.9
16033,26,26,8268.16
16034,189,3,437.7
16036,80,2,758.92
16037,262,3,855.02
16038,170,3,375.88
16040,58,3,1313.55
16041,23,3,3166.4
16042,15,7,1127.57
16043,30,4,773.99
16045,112,4,1340.7
16048,78,3,243.69
16049,33,3,1074.81
16050,166,1,137.9
16052,47,1,362.06
16053,25,2,1511.95
16054,138,1,783.9
16055,213,1,134.8
16056,38,1,650.75
16057,9,9,2177.82
16059,58,6,1453.16
16061,262,1,-29.95
16062,2,4,1153.62
16063,253,1,335.32
16065,358,1,367.14
16066,9,5,1521.04
16070,15,2,852.15
16071,37,1,326.24
16072,281,1,584.32
16073,284,2,94.35
16076,15,10,2012.55
16078,276,1,79.2
16079,9,3,1352.0
16080,74,3,176.6
16081,49,5,2799.42
16083,93,2,1317.62
16084,292,1,436.18
16085,16,5,981.51
16086,52,6,1119.31
16091,147,2,315.06
16092,91,5,779.36
16093,99,1,17.0
16094,4,6,1041.83
16096,257,1,320.62
16097,233,1,185.05
16098,80,7,2005.63
16099,43,3,731.9
16101,2,3,1245.96
16102,35,3,1842.14
16103,72,5,1413.14
16104,54,1,298.21
16105,241,1,336.96
16106,58,1,108.38
16107,10,7,3204.16
16108,77,2,816.1
16109,211,2,611.88
16110,38,3,1320.95
16112,136,4,195.74
16113,176,1,161.38
16114,163,1,135.75
16115,2,8,1660.88
16116,198,2,592.88
16117,182,1,232.21
16119,1,2,423.36
16120,52,5,1294.14
16121,50,2,854.66
16122,66,4,684.42
16123,44,1,307.78
16124,309,2,187.15
16125,360,1,289.35
16126,22,4,6287.77
16127,32,1,656.25
16128,10,5,1880.22
16131,44,6,3506.54
16133,9,43,13368.54
16134,14,3,603.69
16135,255,1,517.55
16136,52,3,709.38
16138,361,1,-7.95
16139,11,3,635.41
16140,45,4,703.77
16141,81,1,620.4
16142,242,1,535.34
16143,101,6,1944.26
16144,239,1,175.2
16145,1,18,3741.98
16146,150,3,734.13
16147,126,1,375.0
16148,289,1,76.32
16149,135,1,163.68
16150,31,10,1906.07
16152,261,1,1829.04
16153,42,5,1824.23
16156,1,13,2994.62
16157,8,4,644.24
16159,274,1,348.2
16160,57,4,1009.45
16161,7,25,4992.57
16162,245,1,37.4
16163,218,3,441.6
16164,10,4,802.53
16168,3,28,3770.6
16169,1,4,1822.97
16170,43,7,1880.42
16171,52,1,73.2
16172,88,5,1140.21
16173,8,7,1406.57
16174,119,3,1009.55
16175,87,4,1037.59
16177,43,1,331.95
16178,131,1,197.9
16179,53,1,215.83
16180,93,10,10217.48
16181,66,1,305.54
16182,65,4,6617.65
16183,60,1,338.71
16184,57,7,1155.54
16185,9,2,529.41
16186,15,13,3991.94
16187,24,17,6841.24
16188,37,4,981.86
16189,8,2,215.48
16190,33,1,215.08
16191,4,24,4668.66
16193,229,1,314.45
16198,68,1,400.68
16200,157,1,550.57
16201,9,4,1312.12
16202,353,1,365.27
16203,51,5,589.15
16204,16,1,384.18
16205,23,4,757.63
16206,47,4,537.06
16207,18,1,394.38
16208,37,2,664.26
16209,81,5,2262.62
16210,2,17,17486.9
16211,74,2,542.77
16212,12,3,681.19
16213,71,1,159.0
16214,163,3,1062.75
16215,73,1,242.35
16216,260,1,914.93
16217,228,4,259.39
16218,22,8,3054.87
16221,29,3,860.86
16222,311,1,773.55
16224,50,4,1295.3
16225,37,5,1096.32
16226,196,3,255.12
16227,212,2,308.32
16229,80,2,1010.6
16230,182,2,542.03
16232,25,5,983.23
16233,64,5,422.13
16235,33,6,858.41
16236,71,1,432.2
16239,49,3,372.9
16240,1,5,3693.81
16241,2,13,2590.31
16242,1,8,3574.91
16243,26,2,409.1
16244,204,2,1522.75
16245,16,5,1352.36
16247,163,1,114.56
16248,54,1,152.94
16249,45,5,1800.07
16250,254,2,389.44
16252,359,1,-295.09
16253,24,3,3665.62
16255,9,10,2609.3
16256,250,2,732.63
16257,169,1,46.95
16258,38,5,5203.51
16260,43,1,1035.45
16261,10,4,728.54
16262,353,1,-31.65
16265,2,11,5423.15
16266,66,7,861.89
16268,64,2,667.65
16270,346,1,1141.24
16271,8,5,1383.69
16272,109,1,411.7
16274,366,1,351.75
16275,189,1,559.87
16276,169,1,810.6
16278,16,3,537.83
16279,14,4,1489.88
16281,65,1,2062.06
16282,332,1,168.3
16283,61,5,1326.24
16284,24,2,812.68
16287,162,1,142.5
16292,110,2,280.9
16293,1,12,2236.74
16295,2,4,1328.55
16297,205,4,275.4
16298,15,3,598.2
16302,100,2,212.82
16303,18,4,5305.83
16305,131,1,361.22
16306,206,9,602.27
16308,30,4,2560.0
16309,84,3,686.67
16311,10,2,616.26
16313,42,1,167.62
16315,323,1,226.37
16316,57,12,2755.56
16317,112,3,1341.65
16318,28,1,328.15
16319,210,1,404.4
16320,165,2,1038.46
16321,65,7,230.7
16322,29,1,213.08
16323,189,1,207.5
16324,121,3,408.59
16325,37,5,510.54
16326,8,14,2742.38
16327,7,6,3820.27
16330,10,4,242.21
16332,21,8,1572.8
16333,29,20,25079.6
16337,29,1,151.05
16338,150,1,214.8
16339,277,1,94.05
16340,100,1,534.31
16341,17,6,1959.38
16342,68,4,322.41
16343,9,2,328.58
16344,151,1,101.1
16345,37,1,565.46
16347,4,2,847.45
16348,25,7,1415.65
16349,283,1,53.5
16350,14,5,1100.47
16351,325,1,153.9
16352,10,2,494.44
16353,10,21,6081.71
16354,56,2,395.8
16356,190,4,210.32
16357,26,3,658.88
16358,56,4,1591.79
16359,58,11,1349.64
16360,12,6,2592.22
16361,2,4,891.21
16362,25,9,627.29
16363,46,1,109.36
16364,4,2,705.79
16365,10,9,1540.42
16366,11,1,327.3
16367,30,2,800.67
16368,21,1,302.48
16369,11,3,1545.41
16370,75,4,1301.91
16372,26,2,355.73
16374,59,2,466.73
16376,1,3,965.47
16377,260,1,676.2
16378,240,3,362.95
16379,11,4,1730.26
16380,54,1,1743.15
16383,67,2,643.76
16384,82,2,584.5
16385,53,3,554.86
16386,21,2,302.57
16387,315,1,94.36
16389,46,5,1362.27
16392,262,1,217.89
16393,4,18,2656.25
16394,43,9,1412.06
16395,53,5,1482.06
16398,137,4,1631.15
16399,12,2,408.02
16400,87,1,303.93
16401,7,19,3748.5
16402,257,2,293.45
16403,295,2,161.05
16404,63,1,443.05
16405,295,2,167.25
16406,11,1,154.35
16407,5,10,2079.68
16409,29,5,2022.98
16411,12,2,211.7
16412,46,1,135.99
16413,49,1,262.2
16414,14,2,126.25
16415,37,1,200.27
16416,19,4,1026.99
16418,37,3,631.12
16419,105,7,945.96
16422,10,75,33805.69
16423,17,1,346.12
16424,184,2,82.56
16425,295,1,302.7
16426,14,7,1327.44
16427,256,2,241.06
16428,74,1,-2.95
16429,99,1,284.55
16430,50,1,300.85
16431,206,3,623.28
16432,57,1,287.4
16433,21,1,184.26
16434,22,7,1511.8
16438,19,4,648.54
16440,22,4,2665.24
16441,60,2,381.2
16442,220,2,432.43
16444,39,5,638.77
16445,26,1,230.51
16446,198,1,2.9
16447,128,1,255.91
16448,191,1,182.99
16449,183,3,674.69
16450,142,1,311.92
16451,80,1,266.97
16454,37,3,-8.15
16455,56,7,1841.18
16456,92,5,2158.18
16457,211,1,208.36
16458,7,17,3307.24
16460,21,3,811.23
16461,170,1,142.92
16462,57,4,102.0
16463,14,7,1383.7
16464,12,3,1298.66
16466,26,7,1595.96
16468,67,1,74.9
16469,16,4,625.42
16470,44,5,747.82
16471,267,1,223.95
16473,157,4,314.86
16474,10,10,1629.51
16475,81,4,544.3
16477,56,7,2494.46
16478,18,3,331.0
16479,3,2,300.83
16480,68,1,769.29
16482,8,1,220.62
16483,185,1,139.35
16484,166,3,379.4
16485,70,1,363.65
16488,26,4,492.2
16491,39,1,731.5
16493,65,6,1329.66
16494,289,1,826.53
16495,269,2,246.51
16496,1,4,1562.22
16497,42,6,2965.69
16498,154,3,86.12
16499,353,5,319.1
16500,9,5,348.12
16503,99,5,1421.43
16504,18,1,465.88
16505,24,1,777.6
16506,12,2,90.3
16509,289,1,363.7
16510,365,1,248.1
16511,14,3,918.33
16513,1,3,752.79
16515,45,5,1624.14
16516,23,1,101.7
16517,270,1,162.7
16518,54,3,480.92
16519,18,2,215.08
16520,179,4,1036.62
16523,8,25,8481.65
16525,9,28,11573.85
16526,164,1,290.36
16527,74,1,228.06
16529,183,1,455.25
16531,15,7,1244.59
16532,10,3,6748.8
16533,12,5,1014.19
16536,100,2,538.17
16539,212,3,1053.61
16542,46,1,119.62
16545,157,1,339.3
16546,283,3,-95.93
16549,3,10,4034.9
16550,101,9,2266.25
16551,88,3,922.12
16552,235,2,379.73
16553,156,14,5664.57
16554,35,6,744.0
16555,28,2,285.89
16556,59,7,3313.79
16557,17,2,281.85
16558,15,23,7658.07
16560,14,3,816.51
16561,52,1,264.96
16563,46,1,1077.74
16565,357,1,173.7
16566,8,6,614.01
16567,187,2,865.6
16570,1,15,3622.95
16571,19,4,1383.73
16572,120,4,999.7
16573,66,4,648.41
16574,64,1,451.44
16579,358,1,-30.6
16581,148,2,70.44
16582,106,1,313.62
16583,366,1,233.45
16584,73,3,908.03
16586,241,1,463.95
16587,225,1,225.15
16589,64,3,459.24
16591,61,1,213.5
16592,5,18,3155.12
16593,43,3,330.03
16594,68,1,181.09
16595,54,1,360.16
16596,8,2,250.15
16598,270,2,140.7
16600,9,5,573.2
16601,33,1,242.7
16602,24,2,494.73
16603,67,2,482.47
16607,10,16,3038.67
16609,8,9,5450.96
16610,212,1,75.66
16611,179,2,120.99
16612,25,4,1187.66
16613,63,1,618.59
16614,175,1,506.19
16616,8,2,500.42
16617,228,1,151.85
16618,24,6,2630.64
16619,246,2,204.41
16620,253,1,95.76
16621,44,4,813.48
16623,238,1,129.45
16624,73,2,810.57
16625,267,1,333.08
16626,15,18,3855.44
16627,72,1,322.8
16628,22,6,2183.04
16629,66,2,408.63
16633,10,7,2878.15
16634,215,2,217.9
16637,25,5,1124.59
16638,15,11,1676.47
16639,18,4,1169.38
16641,98,1,231.1
16642,199,2,299.23
16643,238,1,487.51
16644,170,2,833.78
16647,162,2,214.06
16648,31,2,270.86
16650,64,1,518.42
16652,46,11,6654.26
16653,9,3,1166.92
16654,134,5,594.97
16655,10,6,3789.52
16656,15,21,8568.24
16657,2,4,874.43
16658,361,1,123.24
16659,182,1,39.12
16660,9,5,810.45
16665,355,1,135.4
16666,12,1,118.98
16667,61,2,567.18
16668,8,6,306.72
16669,16,4,1344.88
16670,9,17,4022.46
16671,21,3,1692.27
16672,28,22,7823.59
16674,47,2,304.24
16676,26,5,1558.72
16678,3,16,2689.89
16679,359,1,129.75
16680,36,1,183.7
16681,65,6,1770.34
16682,50,4,917.14
16684,4,30,60490.1
16685,54,2,324.24
16686,40,9,2940.53
16688,3,3,1115.16
16689,68,3,303.26
16690,36,3,208.63
16692,249,2,1276.0
16693,61,2,477.86
16696,128,4,657.9
16697,234,1,112.75
16698,219,2,1998.0
16700,1,17,5040.0
16701,1,18,5150.27
16705,4,27,13724.86
16706,30,3,531.35
16708,38,1,656.63
16709,77,5,3029.87
16710,12,10,2467.99
16711,19,4,1355.43
16712,2,11,3611.31
16713,11,21,6827.88
16714,211,4,879.06
16715,71,1,301.72
16716,259,3,319.8
16717,2,9,3263.06
16718,362,1,606.05
16719,7,8,1753.72
16720,19,1,152.95
16721,255,1,292.47
16722,10,16,4711.21
16723,84,2,576.4
16725,295,8,752.32
16726,19,5,1358.74
16727,357,1,256.32
16728,39,4,1048.28
16729,29,26,7041.69
16730,45,4,702.79
16732,24,1,603.75
16734,45,3,646.76
16735,71,7,2216.06
16737,46,1,417.6
16738,290,1,3.75
16739,165,2,312.55
16742,39,2,0.0
16743,22,8,2166.88
16744,4,7,1291.91
16745,79,18,7157.1
16746,4,18,6226.84
16747,18,4,826.96
16748,10,5,1515.9
16750,37,5,623.93
16751,23,1,1764.72
16752,365,1,207.5
16753,51,1,223.92
16754,365,1,2002.4
16755,107,5,1463.23
16756,207,1,239.4
16757,311,1,106.83
16758,58,1,369.34
16759,3,3,401.9
16761,89,1,316.62
16762,12,3,1207.24
16763,178,2,594.9
16764,2,16,2550.03
16765,287,1,34.0
16766,266,2,1145.6
16767,23,11,5575.56
16768,40,5,458.04
16769,253,1,361.54
16770,50,6,731.9
16771,26,5,2242.61
16773,50,1,171.59
16774,60,5,654.92
16775,3,11,1691.51
16776,53,1,371.54
16777,73,2,222.62
16778,67,2,245.94
16779,7,25,9556.99
16780,93,2,422.24
16781,358,2,294.65
16782,3,19,2230.3
16784,12,1,107.6
16788,116,2,594.39
16789,1,1,80.8
16790,9,7,1340.62
16791,22,8,1690.28
16792,275,2,110.38
16793,50,1,243.84
16794,3,11,1075.89
16795,358,1,414.88
16796,82,1,305.62
16800,4,1,1162.65
16801,156,5,842.33
16803,58,1,332.3
16804,16,3,536.99
16805,166,2,460.59
16806,96,4,762.16
16807,135,3,1121.59
16808,92,2,288.42
16809,16,6,912.74
16810,185,2,275.64
16811,10,1,314.77
16812,353,1,479.35
16813,1,10,1652.18
16814,7,22,6408.2
16816,96,4,417.06
16817,25,12,1229.62
16818,3,13,3317.97
16820,88,1,497.61
16823,220,1,358.38
16824,8,2,460.64
16825,31,2,775.18
16826,44,1,341.7
16828,86,2,128.5
16829,149,1,197.22
16830,31,1,325.91
16832,177,3,199.15
16833,252,3,671.29
16834,220,1,413.46
16835,121,2,180.85
16836,32,2,251.87
16837,24,12,3167.73
16838,190,3,582.9
16839,1,39,15357.78
16841,29,7,1774.62
16842,57,4,1260.44
16843,35,17,10183.82
16846,43,1,214.32
16847,36,1,193.44
16848,45,1,281.42
16849,179,1,124.57
16850,326,1,332.41
16851,35,2,239.46
16852,3,2,144.91
16855,16,2,328.4
16856,7,1,35.4
16858,359,2,345.89
16859,99,5,473.14
16861,52,3,151.65
16863,22,4,481.35
16866,133,3,207.74
16869,15,5,797.32
16871,15,7,2761.49
16872,70,3,680.02
16873,50,9,5211.48
16875,57,9,2023.47
16877,5,6,846.62
16878,17,2,0.0
16880,23,7,1491.43
16881,59,1,432.0
16882,59,3,705.12
16883,180,2,272.48
16884,30,2,429.84
16885,8,3,450.41
16887,28,1,192.33
16889,187,3,1578.67
16891,29,4,638.98
16892,8,4,367.32
16893,359,1,145.93
16895,57,1,202.27
16897,292,3,213.03
16898,19,4,436.68
16899,12,5,969.43
16900,4,5,187.69
16902,109,1,1706.88
16903,22,1,363.2
16904,22,15,3304.73
16905,12,7,2685.95
16906,74,4,559.59
16907,22,5,928.76
16909,57,2,364.14
16910,2,7,1323.26
16912,16,14,2508.87
16913,283,1,113.44
16914,29,1,183.76
16915,2,6,621.68
16916,16,2,562.41
16917,269,1,391.52
16918,42,7,1043.34
16919,149,11,2592.25
16921,54,1,154.18
16923,5,26,6488.3
16924,14,4,722.64
16926,364,1,230.25
16927,108,3,543.05
16928,73,19,2748.6
16929,10,6,1089.45
16930,19,3,378.89
16931,12,20,4143.43
16932,46,1,150.23
16933,228,3,208.03
16934,47,2,931.03
16936,18,1,261.9
16938,1,5,1878.43
16940,45,3,3049.88
16942,5,10,1878.51
16943,204,3,816.73
16945,14,19,4345.5
16947,228,1,406.48
16948,131,3,435.02
16949,33,6,1079.23
16950,49,3,1178.56
16951,116,4,1262.75
16952,102,2,167.61
16953,23,1,20.8
16954,9,7,1703.96
16955,177,5,493.67
16956,2,2,292.34
16957,232,2,416.64
16959,80,1,117.35
16960,31,3,507.05
16961,109,1,234.17
16963,180,1,110.55
16965,219,1,201.19
16966,1,10,2148.47
16967,182,1,319.02
16968,100,1,253.31
16969,32,3,650.41
16971,31,1,357.21
16976,260,1,251.52
16978,70,1,344.33
16979,10,7,1577.31
16980,248,2,1028.46
16982,53,1,384.06
16983,5,8,1894.82
16984,71,5,4370.59
16985,10,11,5461.62
16986,22,2,1873.2
16987,35,6,1393.12
16989,8,5,1093.65
16990,211,1,179.0
16992,3,6,1601.86
16995,365,1,-1.25
16996,23,9,1427.46
16997,281,3,702.0
16998,142,6,287.02
16999,16,2,484.82
17001,15,10,3581.89
17002,66,4,1487.78
17004,39,2,1312.14
17006,11,3,534.72
17007,43,7,877.43
17010,9,2,185.46
17011,23,1,270.9
17014,1,4,562.68
17015,21,3,1838.61
17017,2,26,7943.51
17018,33,2,920.1
17019,4,4,1258.08
17022,24,1,71.0
17024,38,3,95.85
17025,53,3,357.77
17026,178,2,154.83
17027,71,7,835.86
17029,103,2,716.0
17030,56,1,146.87
17031,4,2,380.35
17033,79,3,1030.14
17034,9,4,734.57
17035,238,3,388.33
17037,71,2,1253.22
17038,23,1,112.4
17040,130,1,449.73
17041,19,4,1055.69
17042,114,4,915.02
17043,25,4,1735.18
17044,1,3,897.43
17045,106,3,339.44
17046,150,1,642.02
17047,78,3,1100.9
17048,108,6,864.32
17049,1,10,5193.83
17050,89,6,3185.64
17051,187,1,240.89
17052,21,1,399.09
17053,121,2,496.38
17054,21,6,1353.83
17058,74,3,1179.89
17059,22,5,3080.39
17060,259,1,234.24
17061,66,12,5116.13
17062,306,5,529.43
17063,1,11,1421.59
17064,51,3,855.45
17065,136,1,-112.35
17068,5,22,4531.34
17069,21,13,2655.22
17070,107,1,304.24
17071,1,14,2385.48
17073,10,4,1446.09
17075,10,5,813.77
17076,29,3,841.08
17078,29,2,378.2
17079,71,1,118.8
17080,15,3,285.5
17081,18,2,288.91
17082,26,2,2003.85
17083,102,3,1405.78
17084,28,2,2747.99
17085,116,6,1550.8
17086,17,5,1590.22
17088,21,4,1991.01
17090,39,7,1748.51
17091,24,9,3352.01
17092,43,4,1774.03
17094,311,2,270.2
17095,15,6,1088.2
17096,2,7,992.68
17097,3,8,793.77
17100,11,2,971.74
17101,3,4,1621.73
17102,254,1,25.5
17105,152,2,665.78
17107,25,7,10362.48
17109,22,8,865.93
17110,158,1,163.3
17111,40,1,231.61
17114,26,9,654.68
17115,1,5,806.9
17117,281,1,116.2
17118,310,1,157.02
17119,39,2,533.95
17120,226,1,307.46
17122,112,1,138.32
17123,154,1,345.3
17124,178,1,294.24
17125,43,1,230.5
17126,145,7,976.55
17128,327,1,157.09
17131,26,4,1395.84
17133,8,7,4892.24
17134,99,2,413.2
17135,9,7,1139.73
17138,268,1,380.5
17139,8,15,10567.87
17140,240,1,454.12
17142,232,1,579.0
17144,77,1,595.89
17146,98,3,749.78
17147,15,6,1679.64
17148,44,1,124.88
17152,187,4,1503.5
17153,17,1,213.78
17154,68,1,329.34
17155,10,2,251.7
17157,165,2,149.01
17158,25,3,1266.97
17159,14,4,1534.73
17160,24,6,3518.03
17162,21,11,1707.21
17163,14,2,293.1
17164,25,8,2466.4
17165,277,1,158.68
17166,31,3,189.49
17169,43,4,816.88
17171,282,1,224.91
17172,67,2,313.26
17173,3,8,3198.45
17174,210,1,59.9
17175,37,5,1430.94
17176,194,1,306.13
17179,171,3,711.79
17180,49,6,768.32
17181,50,2,239.92
17183,15,7,2573.13
17186,39,2,144.0
17187,219,1,203.95
17188,4,9,2275.58
17189,99,2,383.75
17190,51,3,249.74
17191,21,7,2093.68
17193,28,9,1674.46
17194,266,2,262.62
17197,22,1,1013.01
17198,16,3,692.22
17201,46,1,289.78
17203,28,6,3560.08
17204,162,9,1352.91
17205,46,1,384.08
17206,46,1,204.24
17211,19,9,2299.67
17212,246,1,226.85
17213,33,11,2741.08
17214,53,7,974.12
17217,227,1,113.5
17218,4,9,1843.28
17219,24,1,114.23
17220,17,14,3187.55
17221,29,1,132.28
17222,58,1,328.65
17223,303,2,416.89
17226,301,1,393.49
17227,11,6,939.32
17228,8,8,1906.09
17229,89,2,318.76
17230,257,11,3466.67
17231,5,14,3078.22
17232,7,1,208.04
17233,28,1,190.88
17234,175,1,149.89
17235,18,2,550.06
17236,5,6,916.13
17237,4,2,314.69
17238,10,15,3084.48
17239,305,2,379.95
17242,101,2,1135.04
17243,7,28,7556.17
17244,46,1,954.9
17245,197,1,171.45
17247,8,1,280.09
17248,113,1,318.65
17250,254,1,162.65
17251,355,1,269.83
17252,109,2,348.91
17253,11,1,178.26
17254,8,1,169.06
17255,33,2,291.48
17256,100,2,240.0
17259,141,2,581.23
17262,45,5,1253.36
17263,201,1,63.44
17265,131,2,550.01
17266,140,1,113.06
17267,120,2,317.2
17268,100,4,763.64
17272,35,5,2144.53
17274,28,1,107.82
17277,220,2,1065.35
17278,234,1,246.04
17279,50,1,187.83
17282,123,3,1685.46
17284,53,7,1636.58
17286,14,1,151.37
17287,19,7,1049.06
17288,2,7,1417.63
17289,24,4,922.77
17290,9,1,348.83
17291,301,1,550.8
17293,1,9,1854.06
17295,21,3,547.0
17297,10,1,128.18
17298,94,2,498.42
17299,4,4,656.61
17301,14,1,163.24
17302,7,6,1119.93
17303,354,1,250.04
17306,3,21,8600.73
17307,358,1,-152.64
17309,88,1,82.75
17311,71,2,1384.85
17312,131,3,644.3
17313,10,2,2288.13
17314,17,11,2514.76
17315,10,41,6020.83
17317,39,5,2524.02
17320,93,3,1200.62
17321,1,2,657.16
17323,8,9,894.44
17324,10,4,986.48
17325,273,1,96.8
17329,7,2,523.11
17330,15,2,363.9
17331,116,1,175.2
17333,78,1,494.25
17334,294,3,306.6
17337,144,7,1897.51
17338,10,10,6461.79
17339,87,2,243.36
17340,2,16,11891.18
17341,149,3,682.29
17343,348,1,193.64
17344,39,1,157.62
17345,8,4,519.69
17346,4,15,2420.81
17347,79,1,228.96
17348,7,5,1156.6
17349,172,1,98.25
17350,1,5,1251.44
17351,29,3,587.15
17353,122,2,1740.0
17354,43,1,1393.06
17356,304,1,178.22
17357,17,2,384.39
17358,296,2,360.81
17359,4,1,127.86
17360,10,3,568.24
17361,42,3,488.2
17362,232,2,312.23
17364,8,9,3744.72
17365,5,8,4767.36
17367,231,1,167.55
17368,16,9,1315.72
17370,65,4,446.18
17371,10,3,418.4
17372,33,8,1337.18
17373,33,4,646.92
17374,211,2,495.77
17375,183,4,372.5
17376,63,2,203.2
17377,16,21,3883.32
17379,4,1,389.72
17381,1,30,20272.43
17382,58,1,65.4
17384,12,2,336.4
17385,7,1,256.11
17386,92,5,1697.34
17387,12,2,746.81
17388,70,4,1259.56
17389,7,40,25423.3
17391,156,2,508.8
